user_id,status_id,created_at,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,quote_count,reply_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,quoted_created_at,quoted_source,quoted_favorite_count,quoted_retweet_count,quoted_user_id,quoted_screen_name,quoted_name,quoted_followers_count,quoted_friends_count,quoted_statuses_count,quoted_location,quoted_description,quoted_verified,retweet_status_id,retweet_text,retweet_created_at,retweet_source,retweet_favorite_count,retweet_retweet_count,retweet_user_id,retweet_screen_name,retweet_name,retweet_followers_count,retweet_friends_count,retweet_statuses_count,retweet_location,retweet_description,retweet_verified,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,status_url,name,location,description,url,protected,followers_count,friends_count,listed_count,statuses_count,favourites_count,account_created_at,verified,profile_url,profile_expanded_url,account_lang,profile_banner_url,profile_background_url,profile_image_url
2972788519,1237066482741215232,2020-03-09T17:23:27Z,fabianlesmana,"giliran negara lain yang infected corona udah banyak dan indonesia masih 0 aja ngomongnya indonesia gaj bisa deteksi lah, gak transparan lah. gliran udah 19 yang infected aja  sekarang pada bilang pemerintah gak bisa mencegah virus corona.
lucu bgt orang-orang",Twitter for Android,260,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/fabianlesmana/status/1237066482741215232,Fabian,"",https://t.co/Ni9A0i301y,,FALSE,3,42,0,381,145,2015-01-10T18:50:16Z,FALSE,,,,https://pbs.twimg.com/profile_banners/2972788519/1583064658,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1205142045930606592/pvivNSE7_normal.jpg
1105416769722736641,1237066457852215296,2020-03-09T17:23:21Z,DrTaufan1,"Ape gw bilang..
2 - 4 - 19 positif Corona.

Menunggu meledak.

Sederhana saja.
Ga jujur.

Apakah memang diharapkan agar banyak korban ??

#TergagapCorona https://t.co/FnATohSqX4",Twitter for Android,153,1235963120381595649,1105416769722736641,DrTaufan1,TRUE,FALSE,0,0,,,TergagapCorona,,twitter.com/CyberSkuad/sta…,https://t.co/FnATohSqX4,https://twitter.com/CyberSkuad/status/1236972798301503488,,,,,,,,,,,in,1236972798301503488,"#COVID2019
#TergagapCorona
#VirusCorona

Jubir Khusus Pemerintah untuk Penanganan Covid-19, Achmad Yurianto: Per hari ini (9/3) jumlah pasien positif virus corona di Indonesia bertambah menjadi 19 orang.

https://t.co/eXbqnPhc09",2020-03-09T11:11:11Z,Twitter for Android,501,226,929451871642591232,CyberSkuad,.,32213,3610,20651,"",backup : @cyberswar,FALSE,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/DrTaufan1/status/1237066457852215296,Dr_Taufan,"","Ikut Komando Ulama 

Yg ikut SalFol akun perjuangan... kalau di follow ya folbek kalau sy lupa..tolong ingatkan..DM.",,FALSE,6265,1421,2,4330,3035,2019-03-12T10:34:30Z,FALSE,,,,https://pbs.twimg.com/profile_banners/1105416769722736641/1571928633,,http://pbs.twimg.com/profile_images/1201813294081658881/3sbPtR_b_normal.jpg
1105416769722736641,1235535487630077953,2020-03-05T11:59:50Z,DrTaufan1,"Peta penyebaran Corona Virus 5 Marer 2020

Indonesia masih dibawah.
Namun ada kemungkinan akan menjadi tinggi tergantung keterbukaan dan usaha bersama pemerintah dan rakyat.

Bgmn rakyat bisa partisipasi kalau tak ada kejujuran dlm penanganan ?

Jujur dan terbuka itu perlu https://t.co/PlxN0Va9mH https://t.co/XjE5JuS91A",Twitter for Android,297,,,,TRUE,FALSE,10,4,,,,,twitter.com/DrTaufan1/stat…,https://t.co/PlxN0Va9mH,https://twitter.com/DrTaufan1/status/1235512098454560768,http://pbs.twimg.com/media/ESWA-C_VAAEf-Eh.jpg,https://t.co/XjE5JuS91A,https://twitter.com/DrTaufan1/status/1235535487630077953/photo/1,photo,http://pbs.twimg.com/media/ESWA-C_VAAEf-Eh.jpg,https://t.co/XjE5JuS91A,https://twitter.com/DrTaufan1/status/1235535487630077953/photo/1,,,,in,1235512098454560768,"Peneliti China baru2 ini menyimpulkan terdapat 2 subtipe SARSCoVi2 atau Novel CoVi penyebab COVID-19

Yaitu S dan L. 
Subtipe L yang agresif (70%) dan Subtipe S yg lebih lama dan kurang agresif (30%).

#RezimKerjaAmburadul 
#RezimKerjaAmburadul https://t.co/5nMqBegpyZ",2020-03-05T10:26:53Z,Twitter for Android,1,2,1105416769722736641,DrTaufan1,Dr_Taufan,6265,1421,4330,"","Ikut Komando Ulama 

Yg ikut SalFol akun perjuangan... kalau di follow ya folbek kalau sy lupa..tolong ingatkan..DM.",FALSE,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/DrTaufan1/status/1235535487630077953,Dr_Taufan,"","Ikut Komando Ulama 

Yg ikut SalFol akun perjuangan... kalau di follow ya folbek kalau sy lupa..tolong ingatkan..DM.",,FALSE,6265,1421,2,4330,3035,2019-03-12T10:34:30Z,FALSE,,,,https://pbs.twimg.com/profile_banners/1105416769722736641/1571928633,,http://pbs.twimg.com/profile_images/1201813294081658881/3sbPtR_b_normal.jpg
1105416769722736641,1235205859145371648,2020-03-04T14:10:00Z,DrTaufan1,"Pemakaman Jenazah Suspect Corona di Bekasi, Petugas Pakai Masker

Apakah yg ini akan dibilang H1N1 ?
Jujur akan lebih baik agar bisa lebih waspada dlm mencegah merebaknya kasus Corona

Ataukah memang ingin demikian ?

 https://t.co/NQXBZfQYGH",Twitter for Android,242,,,,FALSE,FALSE,4,3,,,,,vivanews.com/berita/nasiona…,https://t.co/NQXBZfQYGH,https://www.vivanews.com/berita/nasional/38892-pemakaman-jenazah-suspect-corona-di-bekasi-petugas-pakai-masker,,,,,,,,,,,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/DrTaufan1/status/1235205859145371648,Dr_Taufan,"","Ikut Komando Ulama 

Yg ikut SalFol akun perjuangan... kalau di follow ya folbek kalau sy lupa..tolong ingatkan..DM.",,FALSE,6265,1421,2,4330,3035,2019-03-12T10:34:30Z,FALSE,,,,https://pbs.twimg.com/profile_banners/1105416769722736641/1571928633,,http://pbs.twimg.com/profile_images/1201813294081658881/3sbPtR_b_normal.jpg
1105416769722736641,1235047929473163264,2020-03-04T03:42:27Z,DrTaufan1,"Mahfud MD Jangan Dramatisasi Dan Cari panggung kasus Corona ! Siapakah Yang Tiap Hari Melakukan Ini  ?

Mengapa tak terbuka ? 
Krn itu sama saja dg usaha membunuh anak2 bangsa.

#RezimTutupiCorona

 https://t.co/pjgJbd94SC",Twitter for Android,222,1235023289329696769,1105416769722736641,DrTaufan1,FALSE,FALSE,0,0,,,RezimTutupiCorona,,helmiadamchannel.com/2020/03/mahfud…,https://t.co/pjgJbd94SC,https://www.helmiadamchannel.com/2020/03/mahfud-md-jangan-dramatisasi-dan-cari.html,,,,,,,,,,,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/DrTaufan1/status/1235047929473163264,Dr_Taufan,"","Ikut Komando Ulama 

Yg ikut SalFol akun perjuangan... kalau di follow ya folbek kalau sy lupa..tolong ingatkan..DM.",,FALSE,6265,1421,2,4330,3035,2019-03-12T10:34:30Z,FALSE,,,,https://pbs.twimg.com/profile_banners/1105416769722736641/1571928633,,http://pbs.twimg.com/profile_images/1201813294081658881/3sbPtR_b_normal.jpg
1216685961259520001,1237065928723988480,2020-03-09T17:21:15Z,Amrizaldy4,"Apa yg dktkan PM australia benar semua,petama: dia gk percaya RI bebas dr COVID-19, kedua: dia gk percaya RI memiliki kapasitas memadai untuk menguji penyakit coronavirus atau COVID-19   #TergagapCorona #TergagapCorona https://t.co/WctQg75VoN",Twitter for Android,218,,,,TRUE,FALSE,0,0,,,TergagapCorona|TergagapCorona,,twitter.com/TirtoID/status…,https://t.co/WctQg75VoN,https://twitter.com/TirtoID/status/1236909835964293121,,,,,,,,,,,in,1236909835964293121,"Australia memperingatkan warganya bahwa Indonesia tak memiliki kapasitas yang memadai untuk menguji penyakit coronavirus COVID-19 atau mengisolasi pasien.

https://t.co/S5GhvYRvdm",2020-03-09T07:01:00Z,TweetDeck,4798,2742,4187275698,TirtoID,tirto.id,496832,44,59526,Indonesia,Jurnalisme data. Media analisis. Infografik ciamik.,TRUE,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/Amrizaldy4/status/1237065928723988480,"Amrizaldy #,,,oposisi 1000%","","akun ke 4,,,,,,,,semoga kita dapat pemimpin pro sama rakyat sendiri,,,,,,,tidak pro terhadap asing,aseng",,FALSE,1025,1068,0,378,511,2020-01-13T11:39:45Z,FALSE,,,,https://pbs.twimg.com/profile_banners/1216685961259520001/1583678074,,http://pbs.twimg.com/profile_images/1221000266910056448/6cfZ2wEr_normal.jpg
2789754198,1237064848938160128,2020-03-09T17:16:58Z,SilmiNuurA,Humor gua rendah apa gimana si?. Tp jujur gua gasuka kalo ada orang bawa2 corona jadi bahan bercandaan. Ga lucu sumpah.,Twitter for Android,119,,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,,,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/SilmiNuurA/status/1237064848938160128,Pecahankaca,Intisel,ig:silminuuraddilla,,FALSE,63,92,0,601,241,2014-09-04T13:16:20Z,FALSE,,,,https://pbs.twimg.com/profile_banners/2789754198/1563807127,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1170015936457297920/MwU2m2X__normal.jpg
1071550307400790016,1237057448898265093,2020-03-09T16:47:33Z,radiosgpfm,"Enam WNI Positif Virus Corona, Ari Wibowo: Saya Nggak Percaya. https://t.co/9Axle1fuNq https://t.co/7z0TT6oWjm",dlvr.it,86,,,,FALSE,FALSE,0,0,,,,,dlvr.it/RRY43P,https://t.co/9Axle1fuNq,http://dlvr.it/RRY43P,http://pbs.twimg.com/media/ESrpMVsVAAEQtsG.jpg,https://t.co/7z0TT6oWjm,https://twitter.com/radiosgpfm/status/1237057448898265093/photo/1,photo,http://pbs.twimg.com/media/ESrpMVsVAAEQtsG.jpg,https://t.co/7z0TT6oWjm,https://twitter.com/radiosgpfm/status/1237057448898265093/photo/1,,,,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/radiosgpfm/status/1237057448898265093,SGP FM,"Wonogiri, Indonesia","Radio SGP FM 9️⃣6️⃣▪️0️⃣ MHz | ON air : 0️⃣8️⃣1️⃣3️⃣5️⃣3️⃣8️⃣1️⃣7️⃣0️⃣5️⃣9️⃣ [IKLAN] 0️⃣8️⃣2️⃣1️⃣3️⃣4️⃣5️⃣0️⃣4️⃣0️⃣8️⃣6️⃣ [ STREAMING https://t.co/mxbMiJUmlb ]",https://t.co/mxbMiJUmlb,FALSE,11,48,0,973,3,2018-12-08T23:41:16Z,FALSE,https://t.co/mxbMiJUmlb,http://www.radiosgpfm.com,,https://pbs.twimg.com/profile_banners/1071550307400790016/1544312651,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1071551170798186497/q7YISUpA_normal.jpg
1181217980627054593,1237056172919853059,2020-03-09T16:42:29Z,sayasiapa_hayoo,"@kimminnjin_ @subtanyarl Santuy an ibuku
👧 : Bu ada corona di indonesia
👩 : trs?
👧 : harus beli masker berarti
👩 : ngapain beli? Udah, percaya aja sama takdir. Banyakin doa

Malah gitu jawabannya:(",Twitter for Android,172,1237042477007130625,1014836677787901953,kimminnjin_,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,1014836677787901953|1601089260,kimminnjin_|subtanyarl,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/sayasiapa_hayoo/status/1237056172919853059,ℓ-⁷/ pjm♡,Surabaya,"Trying to luv myself💫 | yg blm ke follback DM aja👍",,FALSE,1308,1592,0,9074,30216,2019-10-07T14:41:39Z,FALSE,,,,https://pbs.twimg.com/profile_banners/1181217980627054593/1577730584,,http://pbs.twimg.com/profile_images/1211710027972481025/eX682Um-_normal.jpg
2306035160,1237054818100711425,2020-03-09T16:37:06Z,Fahrie_fahrial,Apresiasi kepada @DKIJakarta dan pak @aniesbaswedan yang telah memberikan informasi yang gamblang dan terbuka tentang kasus virus Corona di Jakarta beserta dengan penanggulangan nya serta penunjukan 8 RS siaga untuk merawat pasien yang terdampak virus Corona tsb,Twitter for Android,262,,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,166014938|110312278,DKIJakarta|aniesbaswedan,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/Fahrie_fahrial/status/1237054818100711425,Fahrial #Anti PKI,"","Allah Maha Baik.....
Independen non partisan keturunan minang tepian danau Maninjau
isteri keturunan Tapanuli Selatan boru Nasution",,FALSE,5703,3395,8,53061,29195,2014-01-23T05:59:23Z,FALSE,,,,https://pbs.twimg.com/profile_banners/2306035160/1541579453,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1199218132813938694/OAWwlFab_normal.jpg
2306035160,1234356844929282048,2020-03-02T05:56:19Z,Fahrie_fahrial,Alhamdulillah pemerintah sudah terbuka dengan kondisi virus Corona di Indonesia semoga segera ada tindakan kongkrit dalam mencegah dan menanggulangi penyebaran virus tersebut,Twitter for Android,174,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/Fahrie_fahrial/status/1234356844929282048,Fahrial #Anti PKI,"","Allah Maha Baik.....
Independen non partisan keturunan minang tepian danau Maninjau
isteri keturunan Tapanuli Selatan boru Nasution",,FALSE,5703,3395,8,53061,29195,2014-01-23T05:59:23Z,FALSE,,,,https://pbs.twimg.com/profile_banners/2306035160/1541579453,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1199218132813938694/OAWwlFab_normal.jpg
